order_id,customer_id,order_date,payment_method,order_status,shipping_address
2443,291,2024-06-14 08:33:09,credit card,Delivered,"8381 Cedar Blvd, Glasgow, United Kingdom"
2444,380,2024-11-27 20:52:58,PayPal,Delivered,"7104 Maple Dr, Lyon, France"
2445,942,2024-03-21 08:48:52,credit card,Delivered,"8868 Oak Ln, Dresden, Germany"
2446,500,2024-04-03 16:50:25,PayPal,Delivered,"638 Station St, Madrid, Spain"
2447,859,2022-06-03 00:20:59,credit card,Delivered,"1845 Sunset Rd, Liverpool, United Kingdom"
2448,991,2022-02-07 13:48:52,PayPal,Delivered,"47 Sunset Blvd, Glasgow, United Kingdom"
2449,388,2023-09-24 21:15:52,Apple Pay,Delivered,"820 Elm St, Krakow, Poland"
2450,1058,2024-09-19 21:28:57,credit card,Delivered,"3808 Queen Pl, Bologna, Italy"
2451,1061,2022-04-29 16:01:21,Bank Transfer,Delivered,"3023 Station Ave, Los Angeles, United States"
2452,513,2024-07-04 17:11:46,credit card,Delivered,"1081 Lake Dr, Bilbao, Spain"
2453,692,2022-01-10 01:55:14,credit card,Delivered,"3147 River Dr, Wroclaw, Poland"
2454,1122,2023-05-13 20:44:56,credit card,Delivered,"1278 Elm Rd, Poznan, Poland"
2455,1121,2023-08-28 18:13:55,credit card,Delivered,"6742 Sunset Ave, Frankfurt, Germany"
2456,327,2022-05-19 01:16:47,credit card,Delivered,"2218 High St, Liverpool, United Kingdom"
2457,718,2024-07-15 22:14:54,credit card,Delivered,"5266 Garden Dr, Marseille, France"
2458,625,2022-03-20 05:55:10,credit card,Delivered,"2887 Hill Ave, Munich, Germany"
2459,758,2023-10-04 00:15:50,credit card,Delivered,"5635 Queen Dr, Dresden, Germany"
2460,764,2023-09-29 05:51:36,PayPal,Delivered,"8988 Elm Rd, Munich, Germany"
2461,386,2024-03-20 21:40:56,Apple Pay,Delivered,"3329 High Blvd, Houston, United States"
2462,749,2023-10-13 01:43:32,credit card,Delivered,"7294 High Dr, Cologne, Germany"
2463,652,2022-11-28 13:03:10,credit card,Delivered,"3007 Birch Blvd, Utrecht, Netherlands"
2464,670,2023-12-22 15:50:06,credit card,Delivered,"6959 Lake Ave, Gdansk, Poland"
2465,1187,2022-06-29 05:00:02,Apple Pay,Delivered,"7973 Hill Dr, Marseille, France"
2466,937,2024-09-22 19:59:23,PayPal,Delivered,"4144 Sunset Ave, Houston, United States"
2467,764,2023-04-20 04:24:34,credit card,Cancelled,"5518 Cedar Dr, Frankfurt, Germany"
2468,1110,2024-06-16 12:34:45,credit card,Delivered,"1219 King Way, Nantes, France"
2469,423,2023-01-15 15:16:39,credit card,Shipped,"8019 Park Blvd, Manchester, United Kingdom"
2470,353,2022-02-19 08:53:50,credit card,Delivered,"9953 Sunset Way, Los Angeles, United States"
2471,759,2024-12-07 21:42:18,Apple Pay,Delivered,"8917 Maple Ln, Seattle, United States"
2472,550,2023-03-07 22:37:32,Apple Pay,Delivered,"1345 Willow Way, Warsaw, Poland"
2473,346,2023-07-31 05:02:50,credit card,Delivered,"138 Main Rd, Seville, Spain"
2474,1104,2024-11-23 04:32:10,PayPal,Delivered,"4451 Main St, Houston, United States"
2475,775,2022-07-08 09:52:00,credit card,Delivered,"4907 Lake Blvd, Marseille, France"
2476,548,2022-07-19 20:09:44,credit card,Shipped,"2760 Park Rd, Liverpool, United Kingdom"
2477,381,2024-10-17 01:57:09,Apple Pay,Delivered,"59 Pine Ave, Warsaw, Poland"
2478,836,2022-03-09 09:12:14,PayPal,Delivered,"771 Oak Blvd, Berlin, Germany"
2479,378,2023-08-26 03:25:13,credit card,Delivered,"389 Elm Ln, Naples, Italy"
2480,238,2022-05-20 15:15:37,credit card,Shipped,"3423 Maple Way, Florence, Italy"
2481,971,2024-05-19 01:06:30,Bank Transfer,Delivered,"7013 Cedar Ln, Manchester, United Kingdom"
2482,1093,2023-06-20 07:30:37,PayPal,Delivered,"4853 Main Pl, Hamburg, Germany"
2483,202,2022-08-07 13:48:55,credit card,Delivered,"596 Maple Way, Lyon, France"
2484,263,2023-11-30 06:44:59,credit card,Delivered,"8628 Birch Blvd, Toulouse, France"
2485,228,2024-07-31 22:44:40,credit card,Cancelled,"9666 Birch Ln, Valencia, Spain"
2486,571,2022-03-29 23:48:15,Apple Pay,Delivered,"1983 Garden Pl, Warsaw, Poland"
2487,722,2022-10-08 04:14:13,PayPal,Delivered,"8966 Elm St, Lodz, Poland"
2488,296,2024-04-26 01:18:50,credit card,Delivered,"8210 Queen St, Frankfurt, Germany"
2489,1069,2024-08-16 19:44:55,PayPal,Delivered,"4331 Hill Rd, Warsaw, Poland"
2490,641,2024-01-29 03:03:20,Bank Transfer,Delivered,"5430 Oak Ln, Nantes, France"
2491,402,2022-05-04 17:46:59,credit card,Delivered,"1693 Birch Ln, Manchester, United Kingdom"
2492,610,2023-08-14 15:18:06,credit card,Delivered,"2771 Oak Pl, Seville, Spain"
2493,1192,2024-04-15 09:31:02,PayPal,Delivered,"4377 Maple Ave, Gdansk, Poland"
2494,220,2022-08-25 21:42:12,PayPal,Delivered,"4927 Queen Ln, Houston, United States"
2495,750,2024-05-09 12:27:32,PayPal,Delivered,"3268 Park Ave, Houston, United States"
2496,934,2023-03-31 04:24:33,Apple Pay,Cancelled,"9331 Maple Ln, Munich, Germany"
2497,301,2023-09-06 12:38:17,credit card,Cancelled,"7565 Queen Blvd, Leeds, United Kingdom"
2498,245,2023-12-13 00:22:21,credit card,Delivered,"1696 Queen Ave, Chicago, United States"
2499,265,2024-08-26 14:03:57,Apple Pay,Delivered,"1587 Sunset Pl, Madrid, Spain"
2500,802,2023-10-03 06:08:07,credit card,Delivered,"4681 Garden Ave, Wroclaw, Poland"
2501,363,2023-09-08 11:20:05,PayPal,Delivered,"5448 Willow Blvd, Valencia, Spain"
2502,1170,2024-11-01 08:23:39,PayPal,Delivered,"5461 Station Pl, Utrecht, Netherlands"
2503,310,2023-03-25 18:53:13,PayPal,Delivered,"7966 Garden St, Lyon, France"
2504,537,2022-07-16 17:12:58,credit card,Delivered,"2269 Oak Blvd, Toulouse, France"
2505,322,2023-07-25 17:25:48,Bank Transfer,Delivered,"7250 Station Ln, Krakow, Poland"
2506,904,2024-01-16 13:54:22,Bank Transfer,Delivered,"7462 Sunset Pl, London, United Kingdom"
2507,646,2024-08-03 19:25:33,PayPal,Delivered,"3487 Queen Rd, New York, United States"
2508,810,2022-08-30 02:18:28,credit card,Delivered,"5802 Maple Way, Seattle, United States"
2509,490,2023-02-26 06:04:44,credit card,Delivered,"2750 Park Way, Hamburg, Germany"
2510,870,2022-02-08 08:28:43,credit card,Delivered,"7786 River Blvd, Naples, Italy"
2511,611,2024-09-14 02:52:11,credit card,Delivered,"6976 Station Ln, Liverpool, United Kingdom"
2512,814,2022-05-07 15:24:40,credit card,Delivered,"1406 Oak Ln, Utrecht, Netherlands"
2513,1096,2024-05-10 20:33:06,Apple Pay,Delivered,"3576 Queen St, Houston, United States"
2514,480,2022-08-21 00:48:50,Bank Transfer,Delivered,"2728 Garden Ln, Lyon, France"
2515,242,2023-07-23 03:01:37,PayPal,Delivered,"6488 Lake Rd, Paris, France"
2516,685,2024-10-11 04:04:03,PayPal,Delivered,"6292 Sunset Dr, Seattle, United States"
2517,795,2024-12-10 07:37:31,credit card,Cancelled,"2502 Elm Ave, Lodz, Poland"
2518,1162,2023-06-18 20:05:53,Apple Pay,Delivered,"938 Queen Blvd, Warsaw, Poland"
2519,902,2024-07-09 06:34:07,credit card,Delivered,"1756 King Blvd, Los Angeles, United States"
2520,250,2022-03-27 01:28:56,credit card,Delivered,"3391 Elm Dr, Turin, Italy"
2521,1097,2024-07-12 20:40:27,credit card,Delivered,"5817 River Way, Phoenix, United States"
2522,409,2023-04-23 17:55:37,Apple Pay,Delivered,"1217 Main Rd, Frankfurt, Germany"
2523,325,2022-04-20 22:00:06,Apple Pay,Delivered,"1204 Birch Rd, Cologne, Germany"
2524,691,2024-06-12 06:36:30,credit card,Delivered,"1891 Garden Blvd, Seattle, United States"
2525,708,2024-11-26 13:17:29,Apple Pay,Delivered,"8583 Elm Ln, Los Angeles, United States"
2526,1159,2022-05-17 09:10:45,credit card,Delivered,"7689 Station Rd, Eindhoven, Netherlands"
2527,1169,2024-09-01 05:10:52,credit card,Cancelled,"6501 King Rd, Leeds, United Kingdom"
2528,780,2022-06-26 10:21:20,Bank Transfer,Delivered,"6717 Willow Way, Munich, Germany"
2529,976,2023-07-16 14:52:21,Apple Pay,Delivered,"3747 Pine Ave, Leeds, United Kingdom"
2530,457,2022-05-30 02:37:51,PayPal,Cancelled,"8291 Willow Way, Nantes, France"
2531,1129,2023-04-27 21:51:40,PayPal,Delivered,"2196 Elm St, Manchester, United Kingdom"
2532,387,2023-01-30 20:32:45,Bank Transfer,Delivered,"4666 Sunset Dr, Frankfurt, Germany"
2533,429,2024-08-08 04:06:26,Bank Transfer,Delivered,"9194 King Ln, Frankfurt, Germany"
2534,388,2023-04-20 05:59:46,Apple Pay,Delivered,"7350 Main Ln, Toulouse, France"
2535,614,2024-08-28 12:58:49,PayPal,Delivered,"9763 Elm Blvd, Warsaw, Poland"
2536,209,2022-08-31 07:52:58,Apple Pay,Delivered,"4399 Cedar Rd, Munich, Germany"
2537,313,2023-09-27 09:55:26,Apple Pay,Delivered,"3630 Willow St, Gdansk, Poland"
2538,275,2023-08-25 19:37:46,credit card,Cancelled,"7767 Hill Blvd, Florence, Italy"
2539,875,2023-06-07 10:20:30,Bank Transfer,Delivered,"6148 Lake Blvd, Wroclaw, Poland"
2540,701,2023-12-17 13:38:33,credit card,Delivered,"1064 Maple Way, Paris, France"
2541,284,2023-12-30 15:51:22,credit card,Delivered,"8831 Pine Pl, Los Angeles, United States"
2542,248,2022-07-01 01:32:07,PayPal,Delivered,"9335 Elm Pl, Phoenix, United States"
2543,694,2024-07-21 04:30:04,credit card,Delivered,"8744 Park Rd, Toulouse, France"
2544,1037,2023-08-14 14:12:47,PayPal,Delivered,"3276 Queen Pl, Manchester, United Kingdom"
2545,888,2024-02-04 07:51:31,Apple Pay,Delivered,"977 High Rd, Manchester, United Kingdom"
2546,586,2024-01-18 09:21:16,credit card,Cancelled,"4070 Willow Blvd, Munich, Germany"
2547,1169,2022-09-03 16:22:16,credit card,Delivered,"6403 Lake St, New York, United States"
2548,588,2023-08-03 00:50:41,Apple Pay,Delivered,"346 King St, Milan, Italy"
2549,417,2022-05-11 06:41:40,credit card,Delivered,"4943 Hill Dr, Rome, Italy"
2550,900,2024-11-07 18:02:23,credit card,Delivered,"2943 Lake Blvd, New York, United States"
2551,1180,2022-03-16 00:42:33,credit card,Delivered,"7405 Birch Ave, Bologna, Italy"
2552,545,2023-04-15 22:36:58,PayPal,Delivered,"1077 Willow Pl, Rotterdam, Netherlands"
2553,429,2024-06-12 03:10:35,PayPal,Delivered,"9364 High Way, Nantes, France"
2554,454,2022-11-20 12:43:30,Bank Transfer,Delivered,"3771 Main Blvd, Glasgow, United Kingdom"
2555,435,2023-03-25 19:13:47,credit card,Delivered,"5653 King Dr, Liverpool, United Kingdom"
2556,225,2024-11-27 17:24:29,Bank Transfer,Delivered,"8425 Oak Dr, Bologna, Italy"
2557,783,2024-07-01 02:37:21,PayPal,Delivered,"8049 Sunset Dr, Los Angeles, United States"
2558,460,2022-06-12 08:15:20,credit card,Delivered,"451 Garden St, Bilbao, Spain"
2559,965,2023-07-22 06:43:08,PayPal,Delivered,"9555 Station Ave, Wroclaw, Poland"
2560,470,2023-05-24 01:36:03,PayPal,Delivered,"351 Main Pl, Gdansk, Poland"
2561,322,2022-10-22 06:01:35,PayPal,Delivered,"9501 Oak Blvd, Cologne, Germany"
2562,855,2024-12-29 07:57:39,credit card,Delivered,"4005 Station Dr, Warsaw, Poland"
2563,456,2024-03-08 03:07:34,credit card,Cancelled,"4679 Oak Dr, Naples, Italy"
2564,855,2024-09-11 07:14:33,credit card,Delivered,"245 Station St, Gdansk, Poland"
2565,620,2024-02-26 15:04:41,credit card,Delivered,"4646 Birch Ln, Birmingham, United Kingdom"
2566,458,2022-09-27 12:34:52,PayPal,Delivered,"4735 Main Dr, Poznan, Poland"
2567,1147,2024-03-25 08:22:25,credit card,Delivered,"441 River Ln, Wroclaw, Poland"
2568,246,2022-09-08 01:37:22,Bank Transfer,Delivered,"9660 Main Rd, Berlin, Germany"
2569,1062,2022-10-18 11:41:57,credit card,Delivered,"5916 King Ln, Groningen, Netherlands"
2570,724,2023-02-12 12:58:58,credit card,Delivered,"412 Oak Rd, Nantes, France"
2571,1087,2022-08-05 20:14:50,PayPal,Delivered,"814 Main Pl, New York, United States"
2572,407,2023-10-13 00:54:26,credit card,Delivered,"4679 Pine Ave, Turin, Italy"
2573,510,2024-08-28 21:35:33,Apple Pay,Delivered,"1731 Willow Rd, Groningen, Netherlands"
2574,946,2024-02-08 01:34:20,credit card,Delivered,"6644 Queen Dr, Glasgow, United Kingdom"
2575,348,2024-11-21 10:33:50,credit card,Delivered,"1975 Sunset Pl, Dresden, Germany"
2576,1033,2022-04-21 12:18:30,Bank Transfer,Delivered,"550 Maple Rd, Dresden, Germany"
2577,637,2022-02-25 03:04:50,PayPal,Delivered,"1938 Main Blvd, Wroclaw, Poland"
2578,354,2023-04-26 17:30:03,credit card,Delivered,"204 Main Ave, Frankfurt, Germany"
2579,877,2022-04-26 18:27:37,credit card,Delivered,"3589 Hill Way, Hamburg, Germany"
2580,289,2023-06-28 11:16:25,PayPal,Delivered,"7084 Willow Ave, Warsaw, Poland"
2581,897,2023-09-11 09:13:18,Apple Pay,Delivered,"2537 Pine Ave, Malaga, Spain"
2582,1029,2023-12-30 09:11:18,Apple Pay,Cancelled,"5789 Main Way, Valencia, Spain"
2583,557,2022-05-30 16:24:34,credit card,Delivered,"8299 Pine Dr, Munich, Germany"
2584,373,2023-12-03 18:32:22,Apple Pay,Cancelled,"3812 Station Rd, Marseille, France"
2585,416,2023-10-09 09:35:11,credit card,Delivered,"2702 Queen Dr, Paris, France"
2586,1106,2024-07-17 23:12:09,credit card,Delivered,"7826 Oak Rd, Munich, Germany"
2587,655,2022-01-10 11:25:06,Bank Transfer,Delivered,"5975 Sunset Rd, Houston, United States"
2588,975,2022-05-04 01:17:15,credit card,Delivered,"3937 Willow Rd, Munich, Germany"
2589,808,2024-07-25 06:23:32,credit card,Delivered,"4091 Willow St, Poznan, Poland"
2590,828,2023-04-05 09:38:27,credit card,Delivered,"9150 King Ln, London, United Kingdom"
2591,398,2024-07-06 20:57:14,credit card,Delivered,"6957 River Pl, Glasgow, United Kingdom"
2592,1031,2024-09-18 10:35:54,PayPal,Delivered,"9253 River Rd, Gdansk, Poland"
2593,685,2022-11-28 18:59:59,PayPal,Delivered,"2547 Cedar Rd, Leeds, United Kingdom"
2594,732,2023-09-12 17:17:02,credit card,Delivered,"3737 Birch St, Rome, Italy"
2595,399,2024-09-04 07:24:00,PayPal,Delivered,"1673 Hill St, Toulouse, France"
2596,570,2023-05-30 02:45:38,Apple Pay,Delivered,"402 Main Pl, Nantes, France"
2597,1158,2022-06-06 18:25:07,Bank Transfer,Delivered,"8794 High St, Paris, France"
2598,1052,2022-07-28 18:48:04,credit card,Delivered,"4314 High Blvd, Nice, France"
2599,647,2023-09-12 00:07:02,Apple Pay,Delivered,"6353 Birch Pl, Gdansk, Poland"
2600,447,2022-01-28 18:23:29,PayPal,Delivered,"8480 Main Dr, Milan, Italy"
2601,987,2024-12-18 03:51:07,credit card,Delivered,"88 Main Ave, Seville, Spain"
2602,463,2022-04-12 02:23:35,credit card,Delivered,"7147 Maple Blvd, Berlin, Germany"
2603,257,2023-04-15 21:45:04,credit card,Delivered,"6280 Garden Ln, London, United Kingdom"
2604,501,2023-11-18 07:17:31,PayPal,Delivered,"2206 Garden Blvd, Seattle, United States"
2605,230,2023-08-15 10:40:01,credit card,Delivered,"2968 Oak Rd, Wroclaw, Poland"
2606,697,2023-08-23 23:59:54,PayPal,Delivered,"4251 Elm St, Munich, Germany"
2607,448,2023-08-15 20:20:43,credit card,Delivered,"3535 Park St, Gdansk, Poland"
2608,804,2024-07-30 09:09:29,Apple Pay,Delivered,"8412 Elm St, Madrid, Spain"
2609,976,2022-10-22 11:41:09,credit card,Delivered,"9675 River Way, Warsaw, Poland"
2610,470,2023-08-20 23:52:48,Apple Pay,Delivered,"3239 Pine St, Cologne, Germany"
2611,805,2022-03-01 17:20:25,Apple Pay,Delivered,"8514 Cedar Dr, Wroclaw, Poland"
2612,865,2022-02-02 20:02:14,credit card,Delivered,"2739 Willow Rd, Paris, France"
2613,593,2022-12-27 22:40:07,credit card,Delivered,"4937 River Rd, Rome, Italy"
2614,996,2022-05-01 10:13:39,credit card,Delivered,"1837 Main Way, Seattle, United States"
2615,701,2023-04-14 17:35:07,Apple Pay,Delivered,"2560 Oak Ave, Warsaw, Poland"
2616,791,2023-06-26 22:08:34,PayPal,Delivered,"1569 River Way, Glasgow, United Kingdom"
2617,1003,2024-12-29 09:58:40,credit card,Delivered,"4721 Park Dr, Paris, France"
2618,283,2024-12-12 06:12:43,credit card,Delivered,"7958 Pine Dr, Marseille, France"
2619,564,2022-10-31 05:51:36,credit card,Delivered,"8545 Garden Ave, Marseille, France"
2620,1085,2024-02-29 07:21:45,Apple Pay,Delivered,"9221 River Pl, Dresden, Germany"
2621,748,2022-05-05 13:57:41,PayPal,Delivered,"6526 Elm Ave, Krakow, Poland"
2622,541,2023-06-05 21:37:03,Apple Pay,Delivered,"7936 Hill Way, Wroclaw, Poland"
2623,1038,2022-06-06 23:46:45,credit card,Delivered,"9120 Station Dr, Rotterdam, Netherlands"
2624,606,2024-07-08 20:34:00,credit card,Delivered,"8222 Station Blvd, New York, United States"
2625,624,2023-09-21 00:29:09,Apple Pay,Delivered,"7515 Birch St, Toulouse, France"
2626,943,2022-08-08 18:29:56,credit card,Delivered,"7066 Cedar Ave, Rome, Italy"
2627,292,2024-09-11 02:11:11,Apple Pay,Delivered,"6738 High Ln, Seville, Spain"
2628,1047,2022-06-10 00:39:42,credit card,Delivered,"2541 King Way, Lodz, Poland"
2629,813,2024-06-04 06:19:01,credit card,Delivered,"3820 Hill Way, Poznan, Poland"
2630,611,2022-09-21 06:51:09,PayPal,Delivered,"8687 Elm Pl, Turin, Italy"
2631,631,2022-08-29 03:14:47,Apple Pay,Delivered,"8024 Station Pl, The Hague, Netherlands"
2632,877,2023-09-24 11:05:08,Apple Pay,Cancelled,"9065 High Rd, Seattle, United States"
2633,358,2022-10-30 09:24:59,credit card,Delivered,"835 Lake Ln, Barcelona, Spain"
2634,213,2023-02-15 00:05:15,credit card,Delivered,"3325 Birch St, Cologne, Germany"
2635,572,2023-01-27 12:07:21,PayPal,Delivered,"630 Cedar St, Krakow, Poland"
2636,424,2024-10-12 15:54:23,PayPal,Shipped,"2987 Main Ave, Leeds, United Kingdom"
2637,704,2024-10-08 04:49:56,PayPal,Delivered,"8222 Birch Dr, Madrid, Spain"
2638,272,2023-12-03 21:02:33,credit card,Delivered,"8080 King St, Phoenix, United States"
2639,448,2022-05-20 17:51:14,Apple Pay,Delivered,"7934 Sunset Way, Phoenix, United States"
2640,710,2022-03-15 08:24:39,PayPal,Delivered,"3783 Garden Blvd, Wroclaw, Poland"
2641,802,2022-03-09 22:08:38,Bank Transfer,Delivered,"8999 Maple Blvd, Munich, Germany"
2642,415,2022-01-19 09:28:11,PayPal,Delivered,"6486 River Ln, Milan, Italy"
2643,1172,2022-07-19 02:48:28,credit card,Delivered,"5407 Pine Ln, Gdansk, Poland"
2644,801,2023-02-27 13:34:19,Apple Pay,Delivered,"3469 River Way, Nice, France"
2645,740,2023-02-20 01:34:28,PayPal,Delivered,"7145 Maple Ave, Nice, France"
2646,1146,2023-07-09 17:30:11,Apple Pay,Delivered,"8413 Sunset Way, Lyon, France"
2647,1016,2022-02-07 07:40:00,Apple Pay,Delivered,"5276 Queen St, The Hague, Netherlands"
2648,1138,2022-07-02 05:52:20,PayPal,Cancelled,"5868 Willow Blvd, Manchester, United Kingdom"
2649,1187,2023-10-22 02:12:17,PayPal,Delivered,"9536 Sunset Way, Chicago, United States"
2650,419,2022-03-07 10:21:18,credit card,Delivered,"6517 High Pl, Wroclaw, Poland"
2651,1039,2023-01-29 17:29:15,credit card,Delivered,"4627 Oak Rd, Cologne, Germany"
2652,926,2023-11-04 15:16:48,credit card,Delivered,"2263 High Rd, Birmingham, United Kingdom"
2653,420,2022-09-11 15:45:33,credit card,Delivered,"2415 Main Way, Poznan, Poland"
2654,588,2024-12-28 11:51:39,credit card,Delivered,"5241 Main Dr, Rome, Italy"
2655,753,2024-09-05 20:27:23,credit card,Delivered,"9050 Oak Ln, Nice, France"
2656,846,2022-10-09 23:21:47,credit card,Delivered,"5123 Sunset St, Munich, Germany"
2657,241,2023-04-16 12:42:24,credit card,Delivered,"4994 Birch Way, Lodz, Poland"
2658,875,2023-08-31 09:06:31,credit card,Delivered,"8965 Park Ave, Berlin, Germany"
2659,1072,2022-02-23 03:09:45,credit card,Delivered,"2493 Elm Ln, Chicago, United States"
2660,482,2022-05-22 21:08:11,PayPal,Cancelled,"8212 Maple Way, Seville, Spain"
2661,257,2024-07-05 02:40:10,PayPal,Delivered,"8998 Queen Rd, Leeds, United Kingdom"
2662,1013,2024-09-13 05:11:40,credit card,Delivered,"9573 Queen Rd, Poznan, Poland"
2663,1033,2022-04-13 21:28:31,PayPal,Delivered,"2176 Cedar Ln, Cologne, Germany"
2664,736,2023-05-25 09:15:51,Bank Transfer,Delivered,"2406 Sunset St, Frankfurt, Germany"
2665,272,2024-04-08 13:03:59,credit card,Delivered,"3364 Hill Dr, Los Angeles, United States"
2666,1084,2023-03-08 05:43:47,PayPal,Delivered,"7342 Pine Pl, Munich, Germany"
2667,1122,2023-06-24 19:49:27,Apple Pay,Delivered,"7901 Lake Way, Hamburg, Germany"
2668,328,2022-01-22 08:14:00,Bank Transfer,Delivered,"9073 Main Ln, Dresden, Germany"
2669,798,2023-10-25 12:10:46,credit card,Delivered,"9526 Birch Ln, Los Angeles, United States"
2670,1041,2023-08-16 13:14:53,PayPal,Delivered,"9877 Willow Ave, Glasgow, United Kingdom"
2671,625,2024-03-10 22:47:55,credit card,Delivered,"1606 Park St, Seville, Spain"
2672,1147,2023-06-06 17:33:53,PayPal,Delivered,"2558 Birch Ave, Los Angeles, United States"
2673,864,2024-05-19 01:25:12,Apple Pay,Delivered,"8636 Main St, Los Angeles, United States"
2674,893,2024-09-14 12:11:56,PayPal,Cancelled,"2043 High Rd, Poznan, Poland"
2675,324,2022-11-10 08:18:54,Apple Pay,Delivered,"779 Birch Way, Krakow, Poland"
2676,266,2022-10-07 01:14:03,credit card,Delivered,"3160 High Ln, Leeds, United Kingdom"
2677,205,2022-07-22 08:15:30,Apple Pay,Delivered,"6396 Sunset Rd, Lodz, Poland"
2678,836,2023-09-14 19:48:38,PayPal,Delivered,"1747 Cedar Rd, Cologne, Germany"
2679,513,2022-02-15 00:24:13,credit card,Delivered,"5975 Birch St, Lodz, Poland"
2680,525,2023-12-22 21:11:42,PayPal,Delivered,"5151 Main Dr, Wroclaw, Poland"
2681,764,2024-02-01 17:41:16,credit card,Delivered,"421 Station Ave, Wroclaw, Poland"
2682,777,2024-04-02 12:45:38,credit card,Delivered,"2109 Maple Ln, Paris, France"
2683,1025,2022-08-24 14:25:03,Bank Transfer,Delivered,"4675 Oak Ave, Cologne, Germany"
2684,705,2023-06-14 23:28:35,credit card,Delivered,"5346 Sunset Pl, Warsaw, Poland"
2685,281,2023-05-17 13:06:10,Bank Transfer,Delivered,"3997 Oak Ave, Cologne, Germany"
2686,798,2023-08-19 04:53:24,credit card,Delivered,"6083 Station Ln, Houston, United States"
2687,201,2022-12-28 19:17:02,credit card,Delivered,"9551 Maple Ln, Nice, France"
2688,403,2024-10-10 03:06:58,Apple Pay,Shipped,"3911 Birch Way, Lodz, Poland"
2689,861,2024-03-04 06:51:45,credit card,Delivered,"2627 Birch Blvd, Toulouse, France"
2690,1004,2023-03-23 12:43:16,PayPal,Delivered,"491 River Ln, Munich, Germany"
2691,603,2023-04-14 22:35:43,PayPal,Delivered,"9488 Garden Way, Houston, United States"
2692,302,2022-03-13 02:14:13,PayPal,Delivered,"5933 Main Ave, Chicago, United States"
2693,735,2024-05-11 02:07:09,Apple Pay,Delivered,"3372 Hill Rd, Nice, France"
2694,567,2024-09-01 01:25:47,PayPal,Cancelled,"4065 Willow Ln, Phoenix, United States"
2695,411,2024-10-07 20:58:02,credit card,Delivered,"5838 Cedar St, Wroclaw, Poland"
2696,776,2024-05-20 17:51:49,Apple Pay,Cancelled,"4990 Garden Ave, Birmingham, United Kingdom"
2697,1160,2023-06-25 05:23:21,credit card,Delivered,"5972 Birch Way, Lodz, Poland"
2698,408,2023-08-07 20:08:03,PayPal,Delivered,"3381 Garden Way, Eindhoven, Netherlands"
2699,962,2023-05-15 14:55:33,Apple Pay,Delivered,"5690 Hill Rd, Munich, Germany"
2700,1096,2024-01-19 22:47:19,PayPal,Delivered,"8604 River Blvd, Glasgow, United Kingdom"
2701,316,2024-11-02 20:31:58,Bank Transfer,Delivered,"9615 Willow Ave, Poznan, Poland"
2702,827,2023-07-21 03:36:53,PayPal,Delivered,"7474 River Way, Lodz, Poland"
2703,948,2024-06-08 21:46:14,Bank Transfer,Delivered,"1677 Garden Pl, Chicago, United States"
2704,677,2024-09-01 20:16:46,Apple Pay,Delivered,"7791 Oak Rd, London, United Kingdom"
2705,304,2024-09-11 23:40:13,credit card,Delivered,"5283 Maple Pl, Dresden, Germany"
2706,694,2024-01-22 12:29:08,credit card,Delivered,"9839 Oak Ave, Gdansk, Poland"
2707,970,2022-06-09 10:40:30,credit card,Delivered,"2712 Queen St, Lyon, France"
2708,245,2023-02-09 18:36:09,PayPal,Cancelled,"9432 Pine Dr, Gdansk, Poland"
2709,1022,2023-01-14 16:40:52,credit card,Delivered,"603 Queen Rd, Liverpool, United Kingdom"
2710,530,2023-06-17 10:44:16,credit card,Delivered,"1938 Main Way, New York, United States"
2711,415,2022-04-19 10:15:40,credit card,Delivered,"8122 River Way, Manchester, United Kingdom"
2712,1181,2023-07-03 05:42:44,Apple Pay,Delivered,"8218 Birch Ave, Krakow, Poland"
2713,1159,2022-12-05 21:39:20,PayPal,Delivered,"6813 Main Rd, Paris, France"
2714,691,2023-11-23 02:29:36,credit card,Delivered,"1068 Pine Pl, Cologne, Germany"
2715,1012,2022-03-09 22:09:50,credit card,Cancelled,"5253 Cedar Pl, Gdansk, Poland"
2716,1121,2022-08-23 15:46:28,credit card,Delivered,"5864 River Pl, Liverpool, United Kingdom"
2717,1044,2022-05-14 11:32:46,credit card,Delivered,"380 High Blvd, Krakow, Poland"
2718,648,2023-10-21 11:17:58,credit card,Delivered,"9477 Lake Rd, Dresden, Germany"
2719,735,2024-12-14 12:53:14,Apple Pay,Delivered,"5503 Hill Way, Marseille, France"
2720,710,2022-10-16 10:03:01,Apple Pay,Delivered,"3183 Queen Rd, Rome, Italy"
2721,657,2022-09-14 13:13:47,credit card,Delivered,"3748 Sunset Way, Phoenix, United States"
2722,746,2022-07-18 23:26:55,credit card,Cancelled,"5197 Main Pl, Warsaw, Poland"
2723,735,2023-05-24 16:12:38,credit card,Delivered,"5133 Maple Ave, Hamburg, Germany"
2724,739,2024-05-09 18:27:17,credit card,Delivered,"6041 High Ave, Los Angeles, United States"
2725,683,2022-03-10 02:38:44,credit card,Delivered,"4121 Park Pl, Birmingham, United Kingdom"
2726,1175,2022-09-03 16:12:09,credit card,Delivered,"8738 Main Rd, Poznan, Poland"
2727,1199,2024-05-10 15:34:28,credit card,Delivered,"5260 River Way, Lyon, France"
